Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Right_Base_Link,-4.7771233839358E-07,2.34552518933002E-07,-2.07119508697187E-07,0,0,0,0.0110925597603562,1.26410691718137E-06,-1.5460162528858E-07,1.36519585539842E-07,1.02513832514045E-06,-6.70299050271453E-08,1.00842045851304E-06,0,0,0,0,0,0,package://Mecanum-Right/meshes/Right_Base_Link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Right_Base_Link.STL,,Mecanum Hub-1;Right Mecanum Wheel Rim-2;Right Mecanum Wheel Rim-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Mecanum_Roller_Link1,-4.16595979552251E-05,0,1.56125112837913E-17,0,0,0,0.00104310145784987,9.96758957260102E-09,2.95006210648795E-24,2.48154183765908E-24,3.79225492604175E-08,-1.60266243682149E-24,3.79225492604175E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link1.STL,,MecanumRollerBearing-1/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_1,Axis_Mecanum_Roller_Joint_1,Mecanum_Roller_Joint_1,continuous,-0.00786276516006295,-0.00229210366796707,0.0151828566548909,-1.36068806852681,0.491674447872911,-2.73783219400761,Right_Base_Link,1,0,0,,,,,,,,,,,,
Mecanum_Roller_Link2,-4.19537259518619E-05,5.55111512312578E-17,4.5102810375397E-17,0,0,0,0.00104310145784987,9.96758957260102E-09,4.13590306276514E-25,8.27180612553028E-25,3.79225492604175E-08,0,3.79225492604175E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link2.STL,,MecanumRollerBearing-10/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_2,Axis_Mecanum_Roller_Joint_2,Mecanum_Roller_Joint_2,continuous,-0.00257449912034201,0.00825350947765706,0.0149280771357719,1.93542758330994,-0.0214038442701011,0.265392618762669,Right_Base_Link,1,0,0,,,,,,,,,,,,
Mecanum_Roller_Link3,-4.16595979550827E-05,-1.73472347597681E-18,-1.73472347597681E-18,0,0,0,0.00104310145784987,9.96758957260103E-09,1.88700577238659E-24,4.44609579247252E-24,3.79225492604175E-08,-4.13590306276514E-25,3.79225492604175E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link3.STL,,MecanumRollerBearing-9/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_3,Axis_Mecanum_Roller_Joint_3,Mecanum_Roller_Joint_3,continuous,0.0038677825728569,0.0149620683207087,0.00766633686486059,-1.45997240902279,-0.325004631734415,3.05656776956051,Right_Base_Link,1,0,0,,,,,,,,,,,,
Mecanum_Roller_Link4,4.16595979567443E-05,0,-1.73472347597681E-18,0,0,0,0.00104310145784984,9.96758957238032E-09,-2.06795153138257E-24,-5.58346913473294E-24,3.79225492603072E-08,-4.96308367531817E-24,3.79225492603072E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link4.STL,,MecanumRollerBearing-7/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_4,Axis_Mecanum_Roller_Joint_4,Mecanum_Roller_Joint_4,continuous,0.00844966471730028,0.0146945636211975,-0.00320451517983013,-1.23509707840396,0.401303910502291,-0.602154738197085,Right_Base_Link,1,0,0,,,,,,,,,,,,
Mecanum_Roller_Link5,4.16595979569898E-05,3.64291929955129E-17,-1.38777878078145E-17,0,0,0,0.0010431014578499,9.96758957260262E-09,2.06795153138257E-25,2.06795153138257E-24,3.79225492604183E-08,2.06795153138257E-24,3.79225492604183E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link5.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link5.STL,,MecanumRollerBearing-6/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_5,Axis_Mecanum_Roller_Joint_5,Mecanum_Roller_Joint_5,continuous,0.00902723373565527,0.0075761638010083,-0.0125978865105267,1.01038415879456,0.159830081855345,-1.04575970415485,Right_Base_Link,1,0,0,,,,,,,,,,,,
Mecanum_Roller_Link6,4.16595979573133E-05,-6.93889390390723E-18,1.73472347597681E-18,0,0,0,0.00104310145784987,9.96758957260103E-09,1.75775880167518E-24,2.8951321439356E-24,3.79225492604175E-08,2.99852972050473E-24,3.79225492604175E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link6.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link6.STL,,MecanumRollerBearing-5/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_6,Axis_Mecanum_Roller_Joint_6,Mecanum_Roller_Joint_6,continuous,0.00533023866526893,-0.00306235275179063,-0.0161185142859026,-1.00833638122774,-0.270056335980709,-1.28003202448786,Right_Base_Link,1,0,0,,,,,,,,,,,,
Mecanum_Roller_Link7,4.19537259526218E-05,2.94902990916057E-17,1.38777878078145E-17,0,0,0,0.00104310145784982,9.967589571584E-09,1.55096364853693E-24,-5.37667398159468E-24,3.79225492598888E-08,-1.24077091882954E-24,3.79225492598888E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link7.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link7.STL,,MecanumRollerBearing-4/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_7,Axis_Mecanum_Roller_Joint_7,Mecanum_Roller_Joint_7,continuous,-0.000911455412901512,-0.0122431059082033,-0.0121190576424399,0.755293558147071,0.758576984655219,1.85745610617137,Right_Base_Link,1,0,0,,,,,,,,,,,,
Mecanum_Roller_Link8,-4.19537259514699E-05,1.38777878078145E-17,-1.21430643318376E-17,0,0,0,0.00104310145784987,9.96758957260103E-09,-1.55096364853693E-24,-2.06795153138257E-25,3.79225492604175E-08,-3.30872245021211E-24,3.79225492604175E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link8.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link8.STL,,MecanumRollerBearing-3/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_8,Axis_Mecanum_Roller_Joint_8,Mecanum_Roller_Joint_8,continuous,-0.00677729047097743,-0.0156703192336383,-0.00247090679262434,2.95463100680286,-1.13639269714102,-0.725426795925048,Right_Base_Link,1,0,0,,,,,,,,,,,,
Mecanum_Roller_Link9,-4.16595979555983E-05,-5.20417042793042E-18,6.93889390390723E-18,0,0,0,0.00104310145784987,9.96758957260103E-09,1.24077091882954E-24,4.66581564268192E-24,3.79225492604175E-08,4.13590306276514E-25,3.79225492604175E-08,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link9.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Mecanum-Right/meshes/Mecanum_Roller_Link9.STL,,MecanumRollerBearing-2/Mecanum Roller-1,Origin_Mecanum_Roller_Joint_9,Axis_Mecanum_Roller_Joint_9,Mecanum_Roller_Joint_9,continuous,-0.00952257709379006,-0.011740361523891,0.00831146125366275,0.326455693966909,0.964739218565908,-2.90683123969866,Right_Base_Link,1,0,0,,,,,,,,,,,,
